Index,timestamp (s),[24Mg]+ (g),[25Mg]+ (g),[27Al]+ (g),[28Si]+ (g),[43Ca]+ (g),[47Ti]+ (g),[48Ti]+ (g),[49Ti]+ (g),[51V]+ (g),[52Cr]+ (g),[55Mn]+ (g),[56Fe]+ (g),[57Fe]+ (g),[58Ni]+ (g),[59Co]+ (g),[60Ni]+ (g),[63Cu]+ (g),[64Zn]+ (g),[65Cu]+ (g),[66Zn]+ (g),[69Ga]+ (g),[72Ge]+ (g),[75As]+ (g),[88Sr]+ (g),[89Y]+ (g),[90Zr]+ (g),[93Nb]+ (g),[98Mo]+ (g),[102Ru]+ (g),[103Rh]+ (g),[106Pd]+ (g),[107Ag]+ (g),[108Pd]+ (g),[111Cd]+ (g),[114Cd]+ (g),[118Sn]+ (g),[120Sn]+ (g),[121Sb]+ (g),[138Ba]+ (g),[139La]+ (g),[140Ce]+ (g),[141Pr]+ (g),[142Nd]+ (g),[146Nd]+ (g),[152Sm]+ (g),[153Eu]+ (g),[158Gd]+ (g),[159Tb]+ (g),[164Dy]+ (g),[165Ho]+ (g),[166Er]+ (g),[169Tm]+ (g),[174Yb]+ (g),[175Lu]+ (g),[180Hf]+ (g),[181Ta]+ (g),[184W]+ (g),[185Re]+ (g),[186W]+ (g),[187Re]+ (g),[192Os]+ (g),[193Ir]+ (g),[194Pt]+ (g),[195Pt]+ (g),[197Au]+ (g),[198Pt]+ (g),[208Pb]+ (g),[209Bi]+ (g),[232Th]+ (g),[238U]+ (g)
321,0.635345298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04E-16,,,,,,,,
378,0.749332906,,,1.06E-14,,,,,,,,,8.05E-15,1.46E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,0.773313746,,,,,,,,,,,,2.18E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,0.779347677,,,,,,,,,,,,1.16E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,0.821315962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.37E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,0.875418241,,,,-5.09E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,0.883551801,,,,,,,,,,,,1.22E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,0.941384433,,,,,,,,,,,,8.27E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,0.949400234,,,,,,,,,,,,1.93E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,0.979332658,,,9.12E-15,,,,,,,,,6.34E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1.02537007,,,,,,,,,,,,2.03E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,1.043363914,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,1.085325372,,,,,,,,,,,,2.36E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,1.155291145,,,4.05E-14,,,,8.70E-16,,,,,4.52E-14,5.47E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,1.161419369,,,,,,,,,,,,1.88E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,1.211602708,,,,,,,,,,,,1.12E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,1.223523368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77E-16,,,,,,
633,1.259503376,,,,,,,,,,,,9.70E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,1.307524792,,,,,,,,,,,,1.05E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,1.395296248,,,,,,,,,,,,1.24E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,1.429263666,,,,,,,3.36E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,1.53930332,,,,,,,,,,,,8.49E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,1.583372942,,,,,,,,,,,,,,,,,,,,,,,,3.15E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,1.679336413,,,,,,,,,,,,8.79E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,1.68739744,,,,,,,,,,,,7.92E-15,,,,,,,6.40E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,1.691283953,,,,,,,,,,,,1.96E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,1.749282132,,,,,,,,,,,,1.11E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,1.789398254,,,,,,,,,,,,2.83E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,1.837439296,,,,,,,1.10E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,1.871291514,,,,,,,,,,,,1.20E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,1.965423301,,,,,,,,,,,,1.24E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,1.977285081,,,,,,,,,,,,3.06E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,2.013223703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,2.02126937,,,,,,,,,,,,5.61E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,2.073218685,,,5.17E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,2.097237499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11E-16,,,,,,,
1080,2.153191088,,,,,,,,,,,,1.73E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,2.233168185,,,,,,,,,,,,1.94E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,2.389343384,,,,,,,,,,,,,,,,,,,,,,,,3.24E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,2.463519084,,,,,,,,,,,,4.70E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,2.551143767,,,,,,,,,,,,,,,,,,,,,,,1.31E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,2.60920552,,,,,,,,,,,,7.50E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,2.619170763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,2.633150094,,,,,,,,,,,,1.67E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,2.639331224,,,,,,,,,,,,2.76E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,2.701237677,,3.39E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,2.705238964,,,,,,,,,,,,2.42E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,2.727210628,,,,,,,,,,,,1.22E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,2.751214509,,,,,,,7.81E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,2.775175723,,,,,,,,,,,,1.17E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,2.825468715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23E-15,,,,
1435,2.86331198,,,1.66E-14,,,,,,,,,1.45E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,2.877144964,,,,,,,,,,,,8.25E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,2.965154074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,2.983206798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.84E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,3.009095696,,,,,,,,,,,,2.56E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,3.031190667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,3.053120944,,,,,,,1.27E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,3.067123741,,,,,,,,,,,,,,,,,,,,,,,,,9.68E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,3.071170681,,,,,,1.01E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,3.123089703,,,5.57E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,3.165124122,,,,,,,,,,,,1.05E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,3.223057447,,,,,,,,,,,,8.61E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,3.229062791,,,6.76E-15,,,,,,,,,1.35E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,3.291400177,,,,,,,,,,,,3.13E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,3.477114414,,,,,,,,,,,,6.34E-15,,,,,3.36E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,3.555296094,,,,,,,,,,,,2.22E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,3.573073191,,,,,,,9.80E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,3.587078122,,,,,,,,,,,,2.61E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,3.617115933,,,,,,,,,,,,5.48E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,3.647069264,,,,,,,,,,,,1.69E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,3.69905314,,,,,,,,,,,,1.60E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,3.839195032,,,,,,,,,,,,7.06E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,3.881210677,,,8.67E-15,,,,,,,,,2.08E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,3.911016808,,,,,,,5.98E-15,6.12E-15,,,,5.01E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,4.009214736,,,,-4.89E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,4.047072934,,,,,,,,,,,,3.95E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,4.089011779,,,,,,,3.28E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,4.10719037,,,,,,,,,,,,8.95E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,4.217008584,,,7.44E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,4.239008835,,,,,,,,,,,,9.09E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,4.254958515,,,,,,,,,,,,8.39E-16,,,,,,,,,,,,,,,,,,,,1.25E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,4.263186369,,,,,,,,,,,,2.22E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,4.343008585,,,,,,,,,,,,1.26E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,4.430998069,,,6.66E-15,,,,2.12E-15,,,,,3.26E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,4.489016728,,,8.36E-15,,,,,,,,,3.84E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,4.516925469,,,,,,,,,,,,1.29E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,4.569245985,,,,,,,,,,,,1.17E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,4.594990669,,,,,,,,,,,,1.04E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,4.61499625,,,,,,,,,,,,6.91E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,4.647006544,,,,,,,,,,,,7.93E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,4.681039242,,,,,,,1.29E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,4.734942268,,,,,,,,,,,,9.06E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,4.748930132,,,7.92E-15,,,,,,,,,3.91E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,4.79890611,,,,,,,8.62E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,4.813011308,,,,,,,,,,,,9.93E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,4.852908122,,,,,,,,,,,,1.52E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,4.86695572,,,,,,,,,,,,1.12E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,4.897061371,,,,,,,,,,,,7.13E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,5.008999269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.03E-17,
2516,5.024985643,,,,,,,,,,,,8.32E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,5.11497193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27E-15,,,,
2565,5.12297365,,,,,,,,,,,,1.84E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09E-16,,,,,,,
2587,5.166971592,,,,,,,,,,,,4.21E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,5.248886611,,,,,,,,,,,,9.22E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,5.258880015,,,,,,,,,,,,1.77E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,5.264887065,,,9.21E-15,,,,,,,,,8.98E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,9.65E-17,8.82E-17,1.62E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,5.280880266,,,,,,,,,,,,8.94E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,5.30484532,,,,,,,,,,,,1.80E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2667,5.326880558,,,,,,,1.06E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,5.357041676,,,1.51E-14,,,,,,,,,9.54E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,5.446958843,,,,,,,,,,,,1.27E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.47E-17,1.76E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,5.494932898,,,,,,,,,,,,7.27E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,5.503038725,,,,,,,,,,,,1.71E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,5.506999479,,,,,,,,,,,,9.71E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,5.559246181,,,,,,,8.12E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2902,5.79683464,,,,,,,,,,,,1.25E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2911,5.814832324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.55E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914,5.820861988,,,,,,,,,,,,1.12E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2929,5.850769239,,,,,,,,,,,,8.63E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2931,5.854793139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33E-16,,,,,,,,,,,,,,,,,,,,,,,
2947,5.886853354,,,,,,,,,,,,7.93E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,5.918903755,,,,,,,,,,,,8.79E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988,5.968947574,,,,,,,,,,,,1.28E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3003,5.999045118,,,,,,,,,,,,,,,,,,,,,,,,,9.81E-17,,,,,,,,,,,,,,,7.67E-16,1.01E-15,2.12E-16,8.84E-16,3.50E-16,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,6.022934652,,,,,,,,,,,,2.66E-14,,,,,3.81E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
