Index,timestamp (s),[24Mg]+ (g),[25Mg]+ (g),[27Al]+ (g),[28Si]+ (g),[43Ca]+ (g),[47Ti]+ (g),[48Ti]+ (g),[49Ti]+ (g),[51V]+ (g),[52Cr]+ (g),[55Mn]+ (g),[56Fe]+ (g),[57Fe]+ (g),[58Ni]+ (g),[59Co]+ (g),[60Ni]+ (g),[63Cu]+ (g),[64Zn]+ (g),[65Cu]+ (g),[66Zn]+ (g),[69Ga]+ (g),[72Ge]+ (g),[75As]+ (g),[88Sr]+ (g),[89Y]+ (g),[90Zr]+ (g),[93Nb]+ (g),[98Mo]+ (g),[102Ru]+ (g),[103Rh]+ (g),[106Pd]+ (g),[107Ag]+ (g),[108Pd]+ (g),[111Cd]+ (g),[114Cd]+ (g),[118Sn]+ (g),[120Sn]+ (g),[121Sb]+ (g),[138Ba]+ (g),[139La]+ (g),[140Ce]+ (g),[141Pr]+ (g),[142Nd]+ (g),[146Nd]+ (g),[152Sm]+ (g),[153Eu]+ (g),[158Gd]+ (g),[159Tb]+ (g),[164Dy]+ (g),[165Ho]+ (g),[166Er]+ (g),[169Tm]+ (g),[174Yb]+ (g),[175Lu]+ (g),[180Hf]+ (g),[181Ta]+ (g),[184W]+ (g),[185Re]+ (g),[186W]+ (g),[187Re]+ (g),[192Os]+ (g),[193Ir]+ (g),[194Pt]+ (g),[195Pt]+ (g),[197Au]+ (g),[198Pt]+ (g),[208Pb]+ (g),[209Bi]+ (g),[232Th]+ (g),[238U]+ (g)
27213,54.41392156,,,,,,,,,,,,,,,,,,,,,,,,3.51E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27217,54.42193736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.00E-17,,,,,,,,,,
27226,54.43985099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.02E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27234,54.45585912,,,,,,,,,,,,6.53E-14,7.38E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27267,54.52183684,,,,,,,,,,,,1.15E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27294,54.57586445,,,,,,,,,,,,2.12E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27300,54.58795791,,,,,,,2.84E-15,,,,,8.03E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27355,54.69788322,,,,,,,,,,,,1.53E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27376,54.74010025,,,,,,,,,,,,7.41E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27402,54.79194503,,,,,,,,,,,,9.77E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27413,54.81394912,,,,,,,,,,,,8.18E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27436,54.85997075,,,,,,,,,,,,8.93E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27441,54.86984895,,,,,,,,,,,,4.08E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27449,54.88606402,,,,,,,,,,,,1.13E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27463,54.91382343,,,,,,,,,,,,1.66E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27482,54.95180664,,,,,,,1.03E-15,,,,,3.93E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27491,54.96983163,,,,,,,,,,,,1.17E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27541,55.06980577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38E-16,,,,,,,,,,,,,,,,,,,,,
27559,55.10579005,,,,,,,,,,,,1.30E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27610,55.20811726,,,,,,,,,,,,4.39E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27614,55.21581135,,,6.07E-15,,,,,,,,,8.73E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27617,55.22187985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27636,55.25985794,,,,,,,,,,,,2.88E-14,2.55E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27638,55.26383704,,,,,,,,,,,,1.40E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27654,55.29600051,,,,,,,,,,,,1.21E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27659,55.30598495,,,6.48E-15,,,,,,,,,1.24E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27664,55.31584225,,,,,,,,,,,,8.95E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27711,55.40986267,,,,,,,,,,,,9.22E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27781,55.54976222,,,,,,,,,,,,1.36E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27788,55.56378123,,,,,,,,,,,,4.70E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27804,55.59581456,,,,,,,,,,,,1.30E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27845,55.67782558,,,,,,,,,,,,9.61E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27859,55.70577486,,,,,,,,,,,,9.41E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27868,55.72370428,,,,,,,,,,,,2.69E-15,,,,,,,,,,,,,,,,,,,,,,,2.25E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27923,55.83382884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.79E-17,,,,,,,,,,
27929,55.84578064,,,9.24E-15,,,,,,,,,9.13E-15,,,,,,,,,,,,,,3.37E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27936,55.85981757,,,,,,,,,,,,1.59E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27965,55.91781447,,,,,,,,,,,,1.62E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27989,55.96574543,,,,,,,,,,,,2.26E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28002,55.99171839,,,,,,,,,,,,6.60E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28010,56.00769196,,,,,,,,,,,,7.56E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28034,56.05570783,,,,,,,,,,,,8.85E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28103,56.19380342,,,,,,,2.27E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28126,56.23969492,,,,,,,,,,,,4.35E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28152,56.29199922,,,,,,,,,,,,1.02E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28174,56.33576121,,,,,,,,,,,,1.04E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28212,56.41174769,,,,,,,,,,,,1.74E-14,1.37E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28214,56.41572167,,,,,,,,,,,,8.15E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28244,56.47578535,,,,,,,,,,,,5.58E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28252,56.49169023,,,,,,1.33E-14,5.73E-15,7.75E-15,,,,3.53E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68E-16,,,,,,,,,,,
28272,56.53167365,,,,,,,,,,,,1.95E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28281,56.54964275,,,,,,6.57E-14,5.93E-14,6.74E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28288,56.56368395,,,,,,,,,,,,2.65E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28300,56.58764559,,,,,,,,,,,,1.47E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28312,56.61188499,,,,,,,,,,,,2.27E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28322,56.63177366,,,,,,,,,,,,5.00E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28353,56.69367158,,,,,,,,,,,,1.71E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28362,56.71170809,,,,,,,9.77E-16,,,,,3.46E-15,,,,,,,,,,,,,,,,,2.46E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28376,56.73982292,,,,,,,,,,,,1.86E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28405,56.79765469,,,,,,,,,,,,2.93E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28427,56.84162234,,,,,,,,,,,,7.56E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28466,56.91972765,,,,,,,,,,,,8.81E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28470,56.92792606,,,,,,,,,,,,1.00E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28479,56.94581153,,,,,,,,,3.26E-16,,,8.92E-14,6.89E-14,4.68E-16,,,,,,,,1.47E-15,,,,,,4.94E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06E-16,,,,,,,,,,,
28543,57.07375202,,,,,,,,,,,,4.43E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28562,57.11160552,,,,,,,,,,,,8.68E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28599,57.18555381,,,,,,,,,,,,9.50E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28624,57.23561555,,,,,,,,,,,,,,,,,,,,,,,,3.60E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28671,57.32956814,,,9.87E-15,,,,,,,,,4.62E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28703,57.39374233,,,,,,,,,,,,1.36E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28707,57.4016105,,,,,,,,,,,,9.49E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28753,57.49372159,,,,,,,,,,,,7.44E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28775,57.53764316,,,,,,,,,,,,8.55E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28821,57.62954646,,,,,,,,,,,,9.49E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28824,57.63560514,,,,,,,,,,,,1.20E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28831,57.64955375,,,,,,,,,,,,1.97E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28900,57.78749318,,,,,,,,,,,,1.94E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28909,57.80557705,,,,,,,,,,,,1.12E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28918,57.82348045,,,,,,,,,,,,1.04E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28921,57.82950414,,,,,,,,,,,,5.69E-15,,,,,,,5.62E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28931,57.84966929,,,,,,,2.72E-15,,,,,,,,,,,,,,,,,,,2.52E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28941,57.86965652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28953,57.89365827,,,,,,,,,,,,3.95E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28993,57.97352315,,,,,,,,,,,,1.02E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29008,58.00343851,,,,,,,,,,,,6.38E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29026,58.03957127,,,,,,,,,,,,1.00E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29050,58.08762084,,,2.95E-14,,,,,,,,,1.86E-15,,,,,,,,,2.74E-16,,,,,,,,,,,,,,,,,,1.30E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29065,58.11747689,7.40E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29075,58.13750295,,,,,,,,,,,,6.87E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29120,58.2275541,,,4.71E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29156,58.29975987,,,,,,,,,,,,1.15E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29175,58.33757028,,,,,,,,,,,,1.70E-14,1.49E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29193,58.37348544,,,,,,,,,,,,7.48E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29219,58.42552606,,,,,,,,,,,,7.73E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29230,58.44749175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.30E-17,,,,,,,,,,,,,,
29234,58.45543459,,,,,,,,,,,,1.14E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29253,58.49352447,,,,,,,,,,,,2.31E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29259,58.50542593,,,,,,,,,,,,1.43E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29282,58.55147913,,,,,,,,,,,,2.46E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29290,58.56739809,,,,,,,,,,,,1.03E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29292,58.57147788,,,,,,,,,,,,7.65E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29331,58.64945732,,,,,,,,,,,,9.11E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29357,58.70141944,,,,,,,,,,,,1.02E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29443,58.87348032,,,1.44E-14,,,,,,,,,4.16E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29455,58.89756313,,,,,,,,,,,,9.68E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29475,58.93757387,,,,,,,,,,,,7.20E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29498,58.98410749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.64E-17,
29517,59.02161284,,,,,,,,,,,,1.08E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29568,59.12346858,,,,,,,,,,,,1.02E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29594,59.17542387,,,1.82E-14,,,,,,,,,4.81E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29599,59.18536138,,,7.32E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29602,59.19146827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20E-16,,,,,,,,,,,,,,,,,,,
29641,59.26937518,,,7.42E-15,,,,,,,,,6.96E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.06E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29654,59.29537842,,,,,,,,,,,,2.14E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29679,59.34542011,,,,,,,9.05E-16,,,,,1.79E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29718,59.42341704,,,,-5.28E-13,,,,,,,,1.78E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29761,59.50948439,,,,,,,,,,,,3.55E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.81E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29801,59.58938767,,,6.72E-15,,,,,,,,,2.62E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29834,59.65537008,,,,,,,,,,,,,,,1.63E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29865,59.71731493,,,,,,,8.92E-15,1.26E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29871,59.72931836,,,,,,,,,,,,1.46E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29888,59.76331138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.38E-17,,,,,,,,,,,,,,,,,,,,,,,,
29907,59.80133555,,,,,,,,,,,,1.01E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29918,59.82328845,,,,,,,,,,,,3.02E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29945,59.87739414,,,,,,,,,,,,5.60E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29972,59.93171615,,,,,,,,,,,,5.03E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29999,59.98538067,,,,,,,,,,,,5.98E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30046,60.07933454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08E-16,1.52E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30057,60.1017222,,,,,,,,,,,,4.25E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30079,60.14541123,,,,,,,,,,,,2.00E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30110,60.20733347,,,,,,,,,,,,1.08E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30118,60.22327931,,,,,,,,,,,,1.59E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30123,60.23327314,,,,,,,,,,,,2.57E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30143,60.27324036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50E-16,,,,,,,,,,,,,,,
30172,60.33128078,,,,,,,5.36E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30197,60.38136641,,,,,,,,,,,,1.49E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30254,60.49522517,,,4.56E-15,,,,,,,,,2.18E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30259,60.50547201,,,,,,,,,,,,,,,,,,8.43E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30282,60.55127646,,,,,,,,,,,,4.07E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30297,60.58165177,,,5.07E-15,,,2.55E-13,2.79E-13,2.42E-13,,,,,,,,,4.56E-16,4.44E-15,,,,,,,,,4.84E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30302,60.59142202,,,,,,,,,,,,1.03E-14,1.89E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30311,60.60930493,,,,,,,7.67E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30320,60.62734016,,,,,,,,,,,,9.14E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30378,60.74331092,,,,,,,,,,,,1.14E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30411,60.80923274,,,,,,,,,,,,1.45E-15,,,,,,,,,,,,,,,,,,9.21E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30422,60.83121721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68E-17,
30426,60.83921381,,,,,,,1.29E-14,2.36E-14,,,9.28E-16,1.07E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30429,60.84521318,,,,,,,,,,,,1.56E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30431,60.84920892,,,,,,,,,,,,1.24E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30473,60.93317535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30510,61.00720855,,,,,,,,,,,,1.26E-14,,,,,,1.00E-15,,,,,,,,,,,,,,,,,,,,,,6.66E-17,1.09E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
