Index,timestamp (s),[24Mg]+ (g),[25Mg]+ (g),[27Al]+ (g),[28Si]+ (g),[43Ca]+ (g),[47Ti]+ (g),[48Ti]+ (g),[49Ti]+ (g),[51V]+ (g),[52Cr]+ (g),[55Mn]+ (g),[56Fe]+ (g),[57Fe]+ (g),[58Ni]+ (g),[59Co]+ (g),[60Ni]+ (g),[63Cu]+ (g),[64Zn]+ (g),[65Cu]+ (g),[66Zn]+ (g),[69Ga]+ (g),[72Ge]+ (g),[75As]+ (g),[88Sr]+ (g),[89Y]+ (g),[90Zr]+ (g),[93Nb]+ (g),[98Mo]+ (g),[102Ru]+ (g),[103Rh]+ (g),[106Pd]+ (g),[107Ag]+ (g),[108Pd]+ (g),[111Cd]+ (g),[114Cd]+ (g),[118Sn]+ (g),[120Sn]+ (g),[121Sb]+ (g),[138Ba]+ (g),[139La]+ (g),[140Ce]+ (g),[141Pr]+ (g),[142Nd]+ (g),[146Nd]+ (g),[152Sm]+ (g),[153Eu]+ (g),[158Gd]+ (g),[159Tb]+ (g),[164Dy]+ (g),[165Ho]+ (g),[166Er]+ (g),[169Tm]+ (g),[174Yb]+ (g),[175Lu]+ (g),[180Hf]+ (g),[181Ta]+ (g),[184W]+ (g),[185Re]+ (g),[186W]+ (g),[187Re]+ (g),[192Os]+ (g),[193Ir]+ (g),[194Pt]+ (g),[195Pt]+ (g),[197Au]+ (g),[198Pt]+ (g),[208Pb]+ (g),[209Bi]+ (g),[232Th]+ (g),[238U]+ (g)
904,1.80339678446385,,,,,,,,,,,,6.97293437755095E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,1.83539939908164,,,,,,,,,,,,1.71203561186678E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,1.839376365869,,,,,,,,,,,,3.06383186756181E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,1.9314260163004,,,,,,,1.09880642117394E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,1.94746487034005,,,6.35136958139155E-15,,,,,,,,,3.22818331406822E-15,,,,,,,,,,,,,,,,3.42752275023325E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,2.01551490647877,,,,,,,,,,,,1.03084288427802E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,2.05938612801899,,,,,,,,,,,,7.32564737980175E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,2.07958968249972,,,,,,,,,,,,1.02487732531194E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,2.10553319344332,,,,,,,,,,,,8.18170608140377E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,2.11149245694713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69329259924155E-16,,,,,,,,,,,,,,,
1069,2.13351190786032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00068079773167E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,2.1734791227377,,,,,,,,,,,,1.6963012839349E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,2.19753591046129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20705362066176E-16,,,,,,,,,,,,,,,,,,,
1133,2.26141825948716,,,,,,,8.46467083557868E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,2.28131077343705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4741621744122E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,2.33729934899089,,,,,,,,,,,,,,,,,,1.53092391302109E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,2.35141179974281,,,,,,,,,,,,1.22108362147442E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,2.35938962669163,,,,,,,,,,,,1.86059193862586E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,2.42529480583647,,,,,,,,,,,,7.9833338003117E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,2.48126759469669,,,,,,,,,,,,1.75699920086473E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,2.50129834888252,,,,,,,,,,,,4.47326087745663E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78583130981532E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,2.52728580656778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29123657520591E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,2.54140252399364,,,,,,,,,,,,1.12315816473106E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,2.55728607110156,,,,,,,,,,,,1.1500032790754E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,2.59132858253411,,,6.05430880061115E-15,,,,,,,,,8.94975435281618E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,2.60125969281654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97300903383738E-16,,,,,,,
1314,2.62338922391761,,,,,,,,6.09569190681078E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,2.70129869021643,,,,,,,,,,,,,,,,,5.86506735201006E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,2.72920785784808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53723027751439E-16,,,,,,,,,,,,,,,
1387,2.76935512636608,,,5.57920723911444E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,2.83126541869298,,,,,,,,,,,,8.76082763501771E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,2.93325300608513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31735113080088E-16,,,,,,,,,,,,,,,,,
1471,2.9371954128135,,,,,,,,,,,,4.61772326131359E-15,,4.96539767929497E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03078124311608E-16,,,
1500,2.99518633845135,,,,,,,,,,2.94475038888053E-16,,1.22392359120791E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,3.05931700790103,,,,,,,,,,,,8.80605474716183E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,3.10919101301933,,,,,,,,,,,,1.20185102303342E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,3.11521640996934,,,9.70660334404026E-15,,,,,,,,,2.45730360042331E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,3.16722204539229,,,5.94554666752485E-15,,,,,,,,,6.51546584036636E-15,,,,,4.09028619630077E-16,,7.23906500857566E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,3.1831811126291,,,6.57643365885479E-15,,,,,,,,,2.29623331034524E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,3.19116277958448,,,,,,,,,,,,1.70399109081392E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,3.22517201096023,,,,,,,,,,,,3.09797479046726E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,3.24119806497803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47686710611718E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,3.25125973548328,,,,,,,,,,,,1.51203004836271E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08304471310349E-16,,,
1647,3.28933809380368,,,,,,,,,,,,9.78708878801431E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,3.33926585901373,,,,,,,,,,,,1.0693853750858E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,3.34719760588391,,,,,,,,,,,,2.89460746716155E-15,,,,,4.06523477787688E-16,,,,,,,,,,,,,,,,,,,,,,,,9.01293734139216E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,3.38723607421623,,,,,,,,,,,,4.23745538440747E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,3.48115751450882,,,,,,,,,,,,1.82446570693379E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,3.51317079581149,,,,,,,,,,,,8.13601245147056E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,3.54914867054706,,,,,,,,,,,,7.40523048815616E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,3.60115601263959,,3.10859336513695E-14,5.45160824263056E-15,,,,,,,,,1.48774125809548E-15,,,,,,,,,,,,,4.31417523801686E-16,,,,,,,,,,,,,,,2.82968477221809E-15,5.5921544844485E-15,9.09289456280022E-16,2.90868381942987E-15,2.82488533500707E-15,1.80078576701817E-16,,,,,,,,,,,,,,,,,,,,,,3.13082501393184E-16,,,
1817,3.6291432604045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.56938083592498E-17,9.36411879208319E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,3.72316112752832,,,,,,1.13976859455724E-14,7.46387238146534E-15,,,,,,,,,,,,,,,,,,,3.08061902800629E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58534366195649E-16,,,,,,,,,,,
1878,3.75110826855811,,,,,,,1.40389646059338E-14,1.66423295333606E-14,,,,1.10735049295772E-14,2.15372088564202E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,3.82724194515959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3994785476448E-16,,,,,,,,,,,,,,,
1927,3.84915472922407,,,,,,,5.62128015978762E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,3.89727342467998,,,3.19906719229468E-14,,,,,,,,,5.81053544205246E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,3.91710321852283,,,5.95445361287455E-15,,,,,,,,,1.39231036338825E-14,1.66388511843664E-14,6.78726323871752E-16,,,8.24513297940885E-16,1.71516711776845E-15,,4.66973028308161E-15,,,,,,,,,,,,,,,,,,,,1.33280532165783E-16,1.02288332775094E-16,,,,,,,,,,,,,,,,,,,,,,,,,,2.22071239085114E-16,,,
1981,3.95709048676776,,,,,,,8.8392643690231E-16,,,,,2.72462765015044E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,4.00311936532372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.88458272683517E-17,1.28615213309262E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,4.07111948137725,,,,,,,,,,,,1.88662436398458E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,4.12121450020608,,,,,,,,,,,,1.60713782742687E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,4.17118322548604,,,,,,,,,,,,9.34222380065398E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,4.21918416074097,,,,,,,,,,,,1.13290104367516E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,4.23512360127761,,,,,,,,,,,,,,,,,,,,,,9.38967753372977E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,4.26515074585727,,,,,,,,,,,,2.45218510200207E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,4.31533323150205,,,,,,,,,,,,8.67433570687738E-16,,,,,,1.55382946031042E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,4.33318926197634,,,,,,,,,,,,8.25674657925199E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,4.37108671332132,,,,,,,,,,,,7.57070630818317E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,4.47710972093392,,,,,,,,,,,,2.92831620266075E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,4.50107861517417,,,,,,,,,,,,1.12761113978344E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,4.56706870113058,,,,,,,,,,,,3.67878391658122E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,4.62302228995804,,,,,,,,,,,,9.71723483669097E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,4.6290272068731,,,,,,,,,,,,7.64718389552232E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,4.66122310182076,,,,,,,,,,,,1.63211115820481E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,4.67919774583082,,,,,,,,,,,,1.00811339336217E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,4.72708604089351,,,,,,,,,,,,1.13995234550947E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,4.77305561268158,,,,,,,,,,,,1.29356548888595E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,4.79505159688806,,,,,,,,,,,,1.32993644858593E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,4.80304649053268,,,,,,,,,,,,2.72408827193711E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467,4.92907422562001,,,6.50014545952894E-15,,,,,,,,,3.69050941842357E-15,,,,,3.82315816940827E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,4.96302713689965,,,,,,,,,,,,1.86683705252386E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,4.96901968046025,,,,,,,1.70803287419225E-15,,,,,1.10682434526066E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,4.98503165445402,,,,,,,,,,,,1.71352198910168E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,5.02701359276987,,,,,,,,,,,,2.41334327838507E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523,5.04100486998165,,,,,,,,,,,,5.00716970279332E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,5.13503127045337,,,,,,,,,,,,1.10539378209371E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
