Index,timestamp (s),Mg,Al,Si,Ca,47Ti,48Ti,49Ti,V,Cr,Mn,Fe,Ni,Co,Cu,Zn,Ga,Ge,As,Sr,Y,Zr,Nb,Mo,Ag,Cd,Sn,Sb,Ba,Ce,Pr,Sm,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Pb,Bi,Th,U
138,5.850769239,,,,,,,,,,,8.63e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,5.854793139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33e-16,,,,,,,,,,,,,,,
140,5.886853354,,,,,,,,,,,7.93e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,5.918903755,,,,,,,,,,,8.79e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,5.968947574,,,,,,,,,,,1.28e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,5.999045118,,,,,,,,,,,,,,,,,,,,9.81e-17,,,,,,,,,1.01e-15,2.12e-16,,,,,,,,,,,,,,,,,
144,6.022934652,,,,,,,,,,,2.66e-14,,,3.81e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,6.063043948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,6.098895955,,,,,,,,,,,2.62e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,6.104895752,,,,,,,,,,,3.18e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,6.232825144,,,,,,,,,,,2.93e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,6.398828201,,,,,,,,,,,2.38e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,6.488914754,,,,,,,,,,,2.45e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,6.498785278,,,,,,,,,,,1.33e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,6.552892677,,5.66e-15,,,,,,,,,2.93e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,6.606877196,,,,,,,,,,,1.35e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,6.658816698,,5.98e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,6.684742289,,1.58e-14,,,,,,,,,9.51e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,6.730745994,,,,,,,,,,,2.14e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,6.750722988,,5.49e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,6.754769075,,,,,,,,,,,3.34e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,6.764884932,,1.43e-14,,,,,,,,,8.65e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,6.808753167,,,,,,,,,,,1.33e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,6.860792509,,,,,,,,,,,7.86e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,6.972760274,,,,,,,,,,,3.82e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,7.040752283,,,,,,,,,,,3.49e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,7.072714791,,,,,,,,,,,2.44e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,7.14677529,,,,,,,,,,,1.24e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,7.162636651,,,,,,,,,,,4.59e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,7.186634132,,,,,,,,,,,2.49e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,7.192740596,,,,,,8.04e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,7.196662949,,,,,,,,,,,4.25e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,7.260856765,,,,,,,,,,,1.22e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,7.338688578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02e-16,,,
172,7.436690239,,,,,,,,,,,4.93e-15,,,,,,,,,,,,,,,,,,7.95e-17,,,,,,,,,,,,,,,,,,
173,7.46676133,,,,,,,,,,,1.48e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,7.514919279,,,,,,,,,,,2.31e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,7.540820976,,,,,,,,,,,1.23e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,7.544839757,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05e-16,,,,,,,,,,,,,,,,,,,
177,7.55081566,,,,,,,,,,,2.09e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,7.608735332,,,,,,,,,,,8.35e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,7.63884653,,,,,,,,,,,1.07e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,7.684682982,,,,,,,,,,,7.17e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,7.716620743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,7.794621089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,7.8006051,,,,,,,,,,,9.68e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,7.852646149,,,,,,,,,,,7.57e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,7.908621497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11e-16,,,,,,,,,,,,,,,,,,
186,7.916614684,,,,,,,,,,,8.55e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,7.920608718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05e-16,,,
188,7.950627756,,,,,,,,,,,1.13e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,7.962639723,,,,,,,,,,,5.54e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,7.994612044,,,,,,,,,,,4.35e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,8.006676491,,,,,,,,,,,8.09e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,8.052649477,,,,,,,,,,,,,,,,,,,,,,,,,5.96e-16,,,,,,,,,,,,,,,,,,,,,,
193,8.176637741,,,,,,,,,,,1.03e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,8.182641378,,,,,,,,,,,3.94e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,8.202643546,,,,,,,,,,,1.51e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,8.264543598,,,,,,,,,,,1.33e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,8.274586069,,,,,,,,,,,1.41e-15,,,,,,,,3.35e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,8.328550961,,,,,,,,,,,9.43e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,8.354575112,,,,,,,,,,,8.43e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,8.362579819,,,,,,,,,,,9.05e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,8.372568956,,,,,,,,,,,1.27e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,8.446595322,,,,,,,,,,,3.99e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,8.48461864,,,,,,,,,,,2.14e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,8.518606538,,,,,,8.52e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,8.588637165,,7.33e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,8.64464622,,,,,,,,,,,2.17e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,8.680963722,,1.14e-14,,,,,,,,,1.11e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,8.776567512,,,,,,,,,,,3.72e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,8.850668545,,,,,,,,,,,1.11e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,8.884524176,,,,,,,,,,,2.47e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,8.918496288,,,,,,,,,,,1.15e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,8.998547624,,,,,,2.52e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,9.026457218,,,,,,,,,,,2.09e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19e-16,,,,
214,9.056462603,,,,,,,,,,,2.22e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,9.078537094,,,,,,,,,,,9.56e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,9.212430869,,,,,,,,,,,3.23e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,9.360690109,,,,,,,,,,,2e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,9.366499185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48e-16,,,,,,,
219,9.39254979,,,,,,,,,,,6.88e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,9.452489306,,,,,,,,,,,2.3e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,9.49044905,,,,,,,,,,,1.49e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
