Index,timestamp (s),Mg,Al,Si,Ca,47Ti,48Ti,49Ti,V,Cr,Mn,Fe,Ni,Co,Cu,Zn,Ga,Ge,As,Sr,Y,Zr,Nb,Mo,Ag,Cd,Sn,Sb,Ba,Ce,Pr,Sm,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Pb,Bi,Th,U
4117,176.5974346,,7.5e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4118,176.6493536,,5.86e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,176.6594149,,7.55e-15,,,,,,,,,6.18e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4120,176.7214933,,,,,,,,,,,8.01e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4121,176.7315434,,,,,,,,,,,2.33e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4122,177.0213287,,,,,,,,,,,2.68e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4123,177.0654508,,,,,,,,,,,1.13e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4124,177.093447,,,,,,,,,,,1.11e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4125,177.1154088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35e-16,,,,,,,,,,,,,
4126,177.1333732,,,,,,,,,,,2.63e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4127,177.1813187,,,,,,,,,,,1.25e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4128,177.1973234,,,,,,,,,3.43e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4129,177.2433677,,,,,,,,,,,6.47e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4130,177.3054166,,1.16e-14,,,,8.83e-15,7.75e-15,,,,5.64e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4131,177.3853515,,,,,,,,,,,1.24e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4132,177.4133345,,,,,,,,,,,1.27e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4133,177.4494233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45e-16,,,,,,,,,,,,,
4134,177.5293069,,,,,,,,,,,9.05e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4135,177.5513597,,,,,,,,,,,1.85e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4136,177.581272,,7.26e-15,,,,,,,,,8.43e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,177.589287,,,,,,,,,,,4.5e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4138,177.6272689,,,,,,,,,,,2.07e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4139,177.6553475,,3.85e-14,,,,1.22e-15,,,3.11e-16,,3.68e-14,3.73e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4140,177.6613891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11e-16,,,,,,,,,,,,,,,,,,
4141,177.6775572,,,,,,,,,,,1.22e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4142,177.7193561,,,,,,,,,,,7.12e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4143,177.7613718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58e-17
4144,177.8113849,,,,,,,,,,,1.54e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4145,177.8452861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68e-16,,,,,,,,,,,,,
4146,177.929384,,6.95e-15,,,,,,,,,1.01e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4147,177.9372739,,,,,,,,,,,1.18e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4148,177.9472652,,,,,,,,,,,4.14e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4149,177.98722,,,,,,,,,,,2.21e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4150,178.0213662,,,,,,,,,,,7.29e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4151,178.04924,,5.76e-15,,,,6.6e-16,,,,,4.43e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4152,178.0972375,,,,,,,,,,,2.36e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4153,178.1333741,,,,,,,,,,,3.87e-15,,,3.71e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4154,178.1712024,,,,,,,,,,,1.09e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4155,178.1951978,,,,,,,5.67e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4156,178.1991995,,,,,,,,,,,8.17e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4157,178.2271936,,,,,,,,,,,7.44e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4158,178.2891777,,,,,,,,,,,1.36e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4159,178.3211961,,,,,,,,,,,1.03e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4160,178.4211783,,,,,,,,,,,1.66e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4161,178.465259,,,,,,,,,,,8.91e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4162,178.5091968,,,,,,,,,,,1.46e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4163,178.5211751,,,,,,7.67e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4164,178.5471689,,,,,,2.08e-15,,,,,1.43e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4165,178.6511205,,,,,,,,,,,7.66e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4166,178.7452655,,,,,,,,,,,2.45e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4167,178.8132234,,1.49e-14,,,,1.04e-15,,,,,6.23e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4168,178.8672207,,,,,,,,,,,4.53e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4169,178.9151943,,,,,,,,,,,3.63e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4170,179.0351484,,,,,,,,,,,,,,,1.56e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4171,179.0671818,,,,,,,,,,,9.61e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4172,179.1051202,,,,,,,,,,,1.16e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4173,179.1371983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63e-16,,,,,,,,,,,,,,,,,,
4174,179.1591068,,5.4e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4175,179.1910728,,,,,,,,,,,6.44e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39e-16,,,
4176,179.2172245,,,,,,,,,,,9.09e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4177,179.26718,,1.39e-14,,,,,,,,,4.66e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4178,179.3931092,,,,,,,,,,,1.48e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4179,179.4271401,,,,,,,,,,,1.26e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4180,179.5072546,,,,,,,,,,,1.31e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4181,179.5171631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73e-17,
4182,179.533219,,,,,,,,,,,7.41e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4183,179.5990807,,5.59e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4184,179.6330874,,,,,,4.58e-15,,,,,4.12e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4185,179.6610426,,,,,,,,,,,1.25e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4186,179.7030817,,1.82e-14,,,,,,,,,1.99e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4187,179.7130436,,,,,,,,,,,,,,,,,,,,,2.86e-16,,,,,,,,,,,,,,,,,,,,,,,,,,
4188,179.729047,,,,,,,,,,,7.05e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4189,179.7370453,,8.46e-15,,,,,,,,,8.43e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4190,179.747046,,,,,,,,,,,1.22e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4191,179.809022,,,,,,,,,,,4.66e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4192,179.8810225,,,,,,,,,,,1.23e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4193,179.9170908,,,,,,,,,,,2.31e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4194,179.9351133,,,,,,,,,,,2.48e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4195,179.9669969,,8.12e-15,,,,,,,,,2.22e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4196,179.9890159,,,,,,,,,,,3.59e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4197,180.12104,,,,,,,,,,,1.47e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4198,180.1430236,,,,,,,,,,,1.64e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4199,180.1490255,,,,,,,,,,,,,,,,,,,,9.46e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,180.1910514,,,,,,,,,,,1.72e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4201,180.2229862,,,,,,,,,,,7.04e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4202,180.2751006,,,,,,,,,,,6.78e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4203,180.3050608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4204,180.329028,,,,,,,,,,,9.04e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4205,180.4170529,,,,,,,,,,,8.05e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4206,180.425119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3e-16,,,,,,,,,
4207,180.5349961,,,,,,,,,,,1.65e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208,180.5410433,,,,,,,,,,,3.51e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4209,180.6129487,,1.66e-14,,,,,,,,,1.29e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4210,180.6369888,,,,,,7.23e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4211,180.6430334,,,,,,,,,,,6.71e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4212,180.650949,,,,,,,,,,,1.17e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4213,180.6589234,,,,,,,,,,,6.71e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4214,180.7469662,,,,,,,,,,,1.72e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4215,180.8510683,,,,,,,,,,,1.28e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4216,180.8890238,,,,,,,,,,,2.84e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4217,180.9229281,,,,,,,,,,,,,,,,,,1.74e-15,,,,,5.19e-16,,,,,,,,,,,,,,,,,,,,,,,,
4218,180.9889079,,,,,,,,,,,2.24e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4219,181.0530582,,,,,7.39e-14,7.29e-14,5.89e-14,,,3.58e-15,6.84e-14,,,,2.08e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4220,181.2029576,8.45e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4221,181.2588864,,,,,,,,,,,1.93e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4222,181.2689246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58e-16,,,,,,,,,,,,,,,,,,
4223,181.3009119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4224,181.30899,,,,,,,,,,,,,,,,,,,,,,1.04e-16,,,,,,,,,,,,,,,,,,,,,,,,,
4225,181.3149249,,,,,,,,,,,8.3e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4226,181.3388908,,,,,,,,,,,1.18e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4227,181.3689888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39e-16,,,,,,,,,
4228,181.5150076,,,,,,,,,,,1.84e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4229,181.5770608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05e-16,,,,,,,,,,,,,,,,,,
4230,181.5888991,,,,,,,,,,,1.65e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4231,181.6268346,,,,,,,,,,,5.53e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4232,181.6389195,,,-5.97e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4233,181.6509178,,,,,,,,,,,1.32e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4234,181.7128298,,,,,,,,,,,1.62e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4235,181.8629647,,6.56e-15,,,,,,,,,1.73e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4236,181.9508765,,5.08e-15,,,,,,,,,1.55e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4237,181.9988028,,4.78e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4238,182.0269005,,2.25e-14,,,,,,,,,9.34e-15,,,,,,,,,,,,,,,,,1.69e-16,,,,,,,,,,,,,,,,,,,
4239,182.0907765,,1.5e-14,,,,,,,,,1.27e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4240,182.1008556,,,,,,,,,,,5.31e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4241,182.1048996,,,,,,1.24e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4242,182.1907826,,7.51e-15,,,,,,,,,1.33e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4243,182.2248012,,,,,,,,,,,3.29e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,182.2608167,,,,,,,,,,,6.71e-15,,,,,,,,,,,,,,,,,,8.85e-17,,,,,,,,,,,,,,,,,,
4245,182.3149253,,,,,,,,,,,1.09e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4246,182.3728237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09e-16,,,,,,,,,,,,,,,,,,
4247,182.3950018,,4.42e-14,,,,,,,,,,,,,,,,,,,,,,,,,,1.3e-16,,,,,,,,,,,,,,,,,,,
4248,182.4689109,,,,,,,,,,,1.23e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4249,182.4890031,,,,,,,,,,,8.34e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250,182.5489793,,,,,,,,,,,2.75e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4251,182.5667705,,6.61e-15,,,,,,,,,7.9e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4252,182.6487985,,,,,,,,,,,3.25e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4253,182.7047026,,,,,,,,,,,1.3e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4254,182.7267754,,6.09e-15,,,,,,,,,2.73e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4255,182.7327065,,,,,,,,,,,1.16e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4256,182.7407556,,,,,,,,,,,2.37e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4257,182.8267509,,,,,,,,,,,1.33e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4258,182.8327856,,5.38e-15,,,,,,,,,2.35e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,183.0129353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48e-16,,,,,,,,,,,,,,,,,,
4260,183.026883,,,,,,,,,,,2.52e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,183.0442258,,,,,,,,,,,1.3e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4262,183.1550748,,,,,,,,,,,1.59e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4263,183.1687777,,,,,,,,,,,1.14e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4264,183.2007965,,,,,,,,,,,2.92e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265,183.2047474,,,,,,2.67e-15,,,,,1.73e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4266,183.2766746,,,,,,,,,,,1.1e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4267,183.3526688,,,,,,,,,,,1.52e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4268,183.3610336,,,,,,,,,,,2.73e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,183.3826776,,,,,,,,,,,7.1e-15,,,,8.47e-16,,,,,,,,,,,,,,1.15e-16,,,,,,,,,,,,,,,,,,
4270,183.4047964,,,,,,,,,,,3.54e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4271,183.4087414,,,,,,,,,,,1.51e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4272,183.4208711,,,,,,,,,,,4.65e-14,3.8e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4273,183.428668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97e-17,,,,,,,,,,,,
4274,183.4486851,,,,,,,,,,,1.58e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,183.4707835,,,,,,,,,,,3.65e-15,,,4.38e-16,,,,,,,,,,,,,,,9.01e-17,,,,,,,,,,,,,,,,,,
4276,183.5087416,,,,,,,,,,,1.46e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4277,183.5588161,,,,,,,,,,,1.02e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278,183.8346305,,,,,,,,,,,2.25e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4279,183.9766545,,,,,,,,,,,2.37e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4280,184.0207625,,,,,,8.99e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,184.0728308,,,,,,,,,,,1.36e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4282,184.0847472,,,,,,,,,,,9.7e-15,,,,9.89e-16,,,,,,,,,,,,,,1.16e-16,,,,,,,,,,,,,,,,,,
4283,184.1266255,,,,,,,,,,,9.5e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4284,184.1510347,,,,,,,,,,,1.65e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,184.2009689,,,,,,,,,,,1.49e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4286,184.2607595,,,,,,,,,,,1.5e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4287,184.2826074,,,,,1.48e-13,1.08e-13,1e-13,,,,1.47e-15,,,,1.25e-15,,,,,,,2.76e-16,,,,,,,,,,,,,,,,,,,,,,,,,
4288,184.3046879,,,,,,,,,,,8.34e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4289,184.3185482,,5.17e-15,,,,,,,,,5.54e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4290,184.3446901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26e-16,,,,,,,,,,,,,,,,,,
4291,184.4386721,,,,,,,,,,,1.24e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4292,184.4565862,,,,,,,,,,,1.07e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293,184.5306061,,,,,,,,,,,1.19e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4294,184.5345703,,,,,,,,,,,3.03e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,184.5766077,,,,,,,,,,,1.16e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4296,184.6905215,,,,,,,,,,,2.57e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4297,184.7206148,,,,,,,,,,,8.2e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298,184.7685688,,,,,,,,,,,7.9e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4299,184.794555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,184.8385584,,,-6.1e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301,184.8705244,,,,,,,,,,,1.24e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,184.900566,,,,,,,,,,,5.43e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303,184.9106494,,,,,,,,,,,1.34e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4304,184.9624925,,,,,,,,,,,1.27e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15e-16,,,,,
4305,184.9664767,,,,,,,,,,,1.9e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4306,185.0225519,,,,,,,,,,,2.43e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307,185.0845958,,,,,,,,,,,7.54e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4308,185.1365489,,,,,,,,,,,6.71e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4309,185.1788675,,,-5.23e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4310,185.220497,,,,,,,,,,,2.65e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4311,185.2308518,,,,,,,,,,,1.49e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,185.242598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08e-17,,,,,,,,,,,,,,
4313,185.2985776,,,,,,,,,,,1.02e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314,185.3645062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51e-16,,,,,,,,,
4315,185.3684653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3e-16,,,,,
4316,185.3924649,,,,,,,,,,,3.15e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4317,185.4024762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318,185.4944956,,,,,,,,,,,4.93e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4319,185.5124493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4e-16,,,,,,,,,,,,,
4320,185.5164442,,8.43e-14,,,,8.09e-16,,,,,7.87e-14,9.71e-16,,6.45e-16,3.54e-15,3.36e-16,,,3.94e-16,,,,,,,,,4.62e-16,2.73e-16,,,,,,,,,,,,,,,,,,
4321,185.6005992,,,,,,,,,,,1.88e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4322,185.6205114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.13e-16,,,,,,,,,,,,,,,
4323,185.6487431,,,,,,,,,,,9.36e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4324,185.7424623,,6.02e-15,,,,,,,,,1.28e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4325,185.7845001,,,,,,,,,,,8.47e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4326,185.796492,,,,,,,,,,,1.63e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4327,185.8204972,,,,,,,,,,,6.92e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4328,185.8704736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.92e-16,4.88e-17,,,,,,,,,,,,,,,,,
4329,185.8865073,,,,,,,,4.2e-16,,,2.71e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330,185.9105061,,,,,,,,,,,4.07e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4331,185.9424059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4332,185.9946095,,,,,,,,,,,8.34e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4333,186.0225054,,,,,,,,,,,1.91e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
